Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Country/Region,City,State/Province,Postal Code,Division,Region,Product ID,Product Name,Sales,Units,Gross Profit,Cost,Gross Margin (%),Profit per Unit,Ship Days
1685,US-2021-100762-CHO-MIL-31000,2024-11-24,2027-05-22,Standard Class,100762,United States,Jackson,Michigan,49201,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,13.0,4,8.44,4.56,64.92307692307692,2.11,909
1686,US-2021-115973-CHO-TRI-54000,2024-11-24,2027-05-19,First Class,115973,United States,Cincinnati,Ohio,45231,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,3.75,1,2.45,1.3,65.33333333333334,2.45,906
1687,US-2021-111360-CHO-MIL-31000,2024-11-24,2027-05-23,Standard Class,111360,United States,Akron,Ohio,44312,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,64.92307692307693,2.11,910
1688,US-2021-127131-CHO-FUD-51000,2024-11-24,2027-05-23,Standard Class,127131,United States,Seattle,Washington,98103,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,25.2,7,16.8,8.4,66.66666666666667,2.4,910
1689,US-2021-100762-CHO-FUD-51000,2024-11-24,2027-05-22,Standard Class,100762,United States,Jackson,Michigan,49201,Chocolate,Interior,CHO-FUD-51000,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,66.66666666666666,2.4,909
1690,US-2021-127131-CHO-NUT-13000,2024-11-24,2027-05-23,Standard Class,127131,United States,Seattle,Washington,98103,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,13.96,4,9.96,4.0,71.34670487106017,2.49,910
1691,US-2021-100762-CHO-MIL-31000,2024-11-24,2027-05-22,Standard Class,100762,United States,Jackson,Michigan,49201,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,64.92307692307693,2.11,909
1692,US-2021-100762-CHO-TRI-54000,2024-11-24,2027-05-22,Standard Class,100762,United States,Jackson,Michigan,49201,Chocolate,Interior,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,65.33333333333334,2.45,909
1693,US-2021-127131-CHO-MIL-31000,2024-11-24,2027-05-23,Standard Class,127131,United States,Seattle,Washington,98103,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,64.92307692307692,2.11,910
1694,US-2021-163034-CHO-TRI-54000,2024-11-24,2027-05-21,Standard Class,163034,United States,Chicago,Illinois,60610,Chocolate,Interior,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,18.75,5,12.25,6.5,65.33333333333333,2.45,908
1695,US-2021-127131-CHO-FUD-51000,2024-11-24,2027-05-23,Standard Class,127131,United States,Seattle,Washington,98103,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,21.6,6,14.4,7.2,66.66666666666666,2.4,910
1696,US-2021-167360-CHO-MIL-31000,2024-11-24,2027-05-22,Second Class,167360,United States,Saint Louis,Missouri,63116,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,22.75,7,14.77,7.98,64.92307692307692,2.11,909
1697,US-2021-105984-CHO-SCR-58000,2024-11-24,2027-05-17,Same Day,105984,United States,Columbus,Ohio,43229,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,18.0,5,12.5,5.5,69.44444444444444,2.5,904
1698,US-2021-153850-CHO-MIL-31000,2024-11-24,2027-05-22,Standard Class,153850,United States,Toledo,Ohio,43615,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,13.0,4,8.44,4.56,64.92307692307692,2.11,909
1699,CA-2021-153623-CHO-SCR-58000,2024-11-24,2027-05-28,Standard Class,153623,Canada,St. John's,Newfoundland and Labrador,A0A,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,28.8,8,20.0,8.8,69.44444444444444,2.5,915
1700,CA-2021-153623-CHO-SCR-58000,2024-11-24,2027-05-28,Standard Class,153623,Canada,St. John's,Newfoundland and Labrador,A0A,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,28.8,8,20.0,8.8,69.44444444444444,2.5,915
1701,US-2021-119151-CHO-SCR-58000,2024-11-25,2027-05-22,Second Class,119151,United States,New York City,New York,10009,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,69.44444444444444,2.5,908
1702,US-2021-144078-CHO-SCR-58000,2024-11-25,2027-05-22,Standard Class,144078,United States,Los Angeles,California,90004,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,14.4,4,10.0,4.4,69.44444444444444,2.5,908
1703,US-2021-127446-CHO-MIL-31000,2024-11-25,2027-05-23,Standard Class,127446,United States,Arlington,Texas,76017,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,64.92307692307693,2.11,909
1704,US-2021-122588-CHO-TRI-54000,2024-11-25,2027-05-20,Second Class,122588,United States,Woonsocket,Rhode Island,2895,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,65.33333333333334,2.45,906
1705,US-2021-164721-CHO-FUD-51000,2024-11-25,2027-05-20,Second Class,164721,United States,Brentwood,California,94513,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,66.66666666666666,2.4,906
1706,US-2021-127446-CHO-SCR-58000,2024-11-25,2027-05-23,Standard Class,127446,United States,Arlington,Texas,76017,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,18.0,5,12.5,5.5,69.44444444444444,2.5,909
1707,US-2021-164721-CHO-MIL-31000,2024-11-25,2027-05-20,Second Class,164721,United States,Brentwood,California,94513,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,19.5,6,12.66,6.84,64.92307692307693,2.11,906
1708,US-2021-107993-CHO-TRI-54000,2024-11-25,2027-05-23,Standard Class,107993,United States,Springfield,Oregon,97477,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,26.25,7,17.15,9.1,65.33333333333333,2.4499999999999997,909
1709,US-2021-144078-CHO-SCR-58000,2024-11-25,2027-05-22,Standard Class,144078,United States,Los Angeles,California,90004,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,69.44444444444444,2.5,908
1710,US-2021-127446-CHO-TRI-54000,2024-11-25,2027-05-23,Standard Class,127446,United States,Arlington,Texas,76017,Chocolate,Interior,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,65.33333333333334,2.45,909
1711,US-2021-127446-CHO-SCR-58000,2024-11-25,2027-05-23,Standard Class,127446,United States,Arlington,Texas,76017,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,3.6,1,2.5,1.1,69.44444444444444,2.5,909
1712,US-2021-164721-CHO-SCR-58000,2024-11-25,2027-05-20,Second Class,164721,United States,Brentwood,California,94513,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,14.4,4,10.0,4.4,69.44444444444444,2.5,906
1713,US-2021-127446-CHO-MIL-31000,2024-11-25,2027-05-23,Standard Class,127446,United States,Arlington,Texas,76017,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,64.92307692307693,2.11,909
1714,US-2021-119151-CHO-TRI-54000,2024-11-25,2027-05-22,Second Class,119151,United States,New York City,New York,10009,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,15.0,4,9.8,5.2,65.33333333333334,2.45,908
1715,US-2021-127446-CHO-FUD-51000,2024-11-25,2027-05-23,Standard Class,127446,United States,Arlington,Texas,76017,Chocolate,Interior,CHO-FUD-51000,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,66.66666666666666,2.4,909
1716,US-2021-144078-CHO-MIL-31000,2024-11-25,2027-05-22,Standard Class,144078,United States,Los Angeles,California,90004,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,16.25,5,10.55,5.7,64.92307692307693,2.1100000000000003,908
1717,US-2021-147606-CHO-MIL-31000,2024-11-26,2027-05-24,Second Class,147606,United States,Houston,Texas,77070,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,16.25,5,10.55,5.7,64.92307692307693,2.1100000000000003,909
1718,US-2021-141110-CHO-NUT-13000,2024-11-26,2027-05-24,Standard Class,141110,United States,Fresno,California,93727,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2.0,71.34670487106017,2.49,909
1719,US-2021-124730-CHO-SCR-58000,2024-11-26,2027-05-19,Same Day,124730,United States,Utica,New York,13501,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,14.4,4,10.0,4.4,69.44444444444444,2.5,904
1720,US-2021-124730-CHO-MIL-31000,2024-11-26,2027-05-19,Same Day,124730,United States,Utica,New York,13501,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,64.92307692307693,2.11,904
1721,US-2021-141110-CHO-TRI-54000,2024-11-26,2027-05-24,Standard Class,141110,United States,Fresno,California,93727,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,3.75,1,2.45,1.3,65.33333333333334,2.45,909
1722,US-2021-141110-CHO-TRI-54000,2024-11-26,2027-05-24,Standard Class,141110,United States,Fresno,California,93727,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,65.33333333333333,2.4499999999999997,909
1723,US-2021-124730-CHO-MIL-31000,2024-11-26,2027-05-19,Same Day,124730,United States,Utica,New York,13501,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,29.25,9,18.99,10.26,64.92307692307692,2.11,904
1724,US-2021-124730-CHO-NUT-13000,2024-11-26,2027-05-19,Same Day,124730,United States,Utica,New York,13501,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,13.96,4,9.96,4.0,71.34670487106017,2.49,904
1725,US-2021-147648-CHO-TRI-54000,2024-11-26,2027-05-24,Standard Class,147648,United States,San Francisco,California,94109,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,65.33333333333334,2.45,909
1726,US-2021-168984-CHO-FUD-51000,2024-11-26,2027-05-25,Standard Class,168984,United States,Tigard,Oregon,97224,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,66.66666666666666,2.4,910
1727,US-2021-141110-CHO-NUT-13000,2024-11-26,2027-05-24,Standard Class,141110,United States,Fresno,California,93727,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3.0,71.34670487106017,2.4899999999999998,909
1728,US-2021-168984-CHO-SCR-58000,2024-11-26,2027-05-25,Standard Class,168984,United States,Tigard,Oregon,97224,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,18.0,5,12.5,5.5,69.44444444444444,2.5,910
1729,US-2021-168984-CHO-NUT-13000,2024-11-26,2027-05-25,Standard Class,168984,United States,Tigard,Oregon,97224,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,13.96,4,9.96,4.0,71.34670487106017,2.49,910
1730,US-2021-124730-CHO-SCR-58000,2024-11-26,2027-05-19,Same Day,124730,United States,Utica,New York,13501,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,14.4,4,10.0,4.4,69.44444444444444,2.5,904
1731,US-2021-167486-CHO-SCR-58000,2024-11-27,2027-05-24,Standard Class,167486,United States,Buffalo,New York,14215,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,18.0,5,12.5,5.5,69.44444444444444,2.5,908
1732,US-2021-119032-CHO-TRI-54000,2024-11-27,2027-05-26,Standard Class,119032,United States,New York City,New York,10035,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,65.33333333333334,2.45,910
1733,US-2021-105249-CHO-NUT-13000,2024-11-28,2027-05-21,Same Day,105249,United States,San Francisco,California,94122,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,13.96,4,9.96,4.0,71.34670487106017,2.49,904
1734,US-2021-101560-CHO-TRI-54000,2024-11-28,2027-05-24,Second Class,101560,United States,Columbia,South Carolina,29203,Chocolate,Gulf,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,18.75,5,12.25,6.5,65.33333333333333,2.45,907
1735,US-2021-159800-CHO-MIL-31000,2024-11-28,2027-05-24,First Class,159800,United States,San Francisco,California,94109,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,64.92307692307693,2.11,907
1736,US-2021-163013-CHO-NUT-13000,2024-11-28,2027-05-27,Standard Class,163013,United States,Montgomery,Alabama,36116,Chocolate,Gulf,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3.0,71.34670487106017,2.4899999999999998,910
1737,US-2021-101560-CHO-TRI-54000,2024-11-28,2027-05-24,Second Class,101560,United States,Columbia,South Carolina,29203,Chocolate,Gulf,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,15.0,4,9.8,5.2,65.33333333333334,2.45,907
1738,US-2021-101560-CHO-MIL-31000,2024-11-28,2027-05-24,Second Class,101560,United States,Columbia,South Carolina,29203,Chocolate,Gulf,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,64.92307692307693,2.11,907
1739,US-2021-121167-CHO-FUD-51000,2024-11-28,2027-05-23,Second Class,121167,United States,Freeport,New York,11520,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,66.66666666666666,2.4,906
1740,US-2021-120175-CHO-TRI-54000,2024-11-28,2027-05-26,Standard Class,120175,United States,Richmond,Indiana,47374,Chocolate,Interior,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,22.5,6,14.7,7.8,65.33333333333333,2.4499999999999997,909
1741,US-2021-105249-CHO-FUD-51000,2024-11-28,2027-05-21,Same Day,105249,United States,San Francisco,California,94122,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,14.4,4,9.6,4.8,66.66666666666666,2.4,904
1742,US-2021-101560-CHO-SCR-58000,2024-11-28,2027-05-24,Second Class,101560,United States,Columbia,South Carolina,29203,Chocolate,Gulf,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,25.2,7,17.5,7.7,69.44444444444444,2.5,907
1743,US-2021-105249-CHO-SCR-58000,2024-11-28,2027-05-21,Same Day,105249,United States,San Francisco,California,94122,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,69.44444444444444,2.5,904
1744,US-2021-159800-CHO-TRI-54000,2024-11-28,2027-05-24,First Class,159800,United States,San Francisco,California,94109,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,26.25,7,17.15,9.1,65.33333333333333,2.4499999999999997,907
1745,US-2021-121629-CHO-MIL-31000,2024-11-28,2027-05-25,Standard Class,121629,United States,Houston,Texas,77041,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,16.25,5,10.55,5.7,64.92307692307693,2.1100000000000003,908
1746,US-2021-134712-CHO-FUD-51000,2024-11-29,2027-05-27,Standard Class,134712,United States,Skokie,Illinois,60076,Chocolate,Interior,CHO-FUD-51000,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,66.66666666666666,2.4,909
1747,US-2021-153983-CHO-NUT-13000,2024-11-29,2027-05-29,Standard Class,153983,United States,San Francisco,California,94122,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,17.45,5,12.45,5.0,71.34670487106017,2.4899999999999998,911
1748,US-2021-136280-CHO-MIL-31000,2024-11-29,2027-05-29,Standard Class,136280,United States,Philadelphia,Pennsylvania,19143,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,64.92307692307692,2.11,911
1749,US-2021-111353-CHO-SCR-58000,2024-11-29,2027-05-29,Standard Class,111353,United States,New York City,New York,10009,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,69.44444444444444,2.5,911
1750,US-2021-153983-CHO-TRI-54000,2024-11-29,2027-05-29,Standard Class,153983,United States,San Francisco,California,94122,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,65.33333333333334,2.45,911
1751,US-2021-148425-CHO-FUD-51000,2024-11-30,2027-05-27,Standard Class,148425,United States,Orlando,Florida,32839,Chocolate,Gulf,CHO-FUD-51000,Wonka Bar - Fudge Mallows,32.4,9,21.6,10.8,66.66666666666667,2.4000000000000004,908
1752,US-2021-103590-CHO-FUD-51000,2024-11-30,2027-05-27,Standard Class,103590,United States,Mount Vernon,New York,10550,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,14.4,4,9.6,4.8,66.66666666666666,2.4,908
1753,US-2021-146843-CHO-MIL-31000,2024-11-30,2027-05-29,Standard Class,146843,United States,Avondale,Arizona,85323,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,22.75,7,14.77,7.98,64.92307692307692,2.11,910
1754,US-2021-146843-CHO-SCR-58000,2024-11-30,2027-05-29,Standard Class,146843,United States,Avondale,Arizona,85323,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,14.4,4,10.0,4.4,69.44444444444444,2.5,910
1755,US-2021-150798-CHO-NUT-13000,2024-12-01,2027-05-26,Second Class,150798,United States,Columbus,Ohio,43229,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,20.94,6,14.94,6.0,71.34670487106017,2.4899999999999998,906
1756,US-2021-120474-CHO-TRI-54000,2024-12-01,2027-05-26,First Class,120474,United States,Madison,Wisconsin,53711,Chocolate,Interior,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,30.0,8,19.6,10.4,65.33333333333334,2.45,906
1757,US-2021-161613-CHO-NUT-13000,2024-12-01,2027-05-26,Second Class,161613,United States,Houston,Texas,77070,Chocolate,Interior,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3.0,71.34670487106017,2.4899999999999998,906
1758,US-2021-150798-CHO-MIL-31000,2024-12-01,2027-05-26,Second Class,150798,United States,Columbus,Ohio,43229,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,64.92307692307692,2.11,906
1759,US-2021-131051-CHO-MIL-31000,2024-12-01,2027-05-28,Standard Class,131051,United States,San Francisco,California,94122,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,64.92307692307693,2.11,908
1760,US-2021-143210-CHO-FUD-51000,2024-12-01,2027-05-26,First Class,143210,United States,Lowell,Massachusetts,1852,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,66.66666666666666,2.4,906
1761,US-2021-143210-CHO-MIL-31000,2024-12-01,2027-05-26,First Class,143210,United States,Lowell,Massachusetts,1852,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,64.92307692307693,2.11,906
1762,US-2021-120474-CHO-SCR-58000,2024-12-01,2027-05-26,First Class,120474,United States,Madison,Wisconsin,53711,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,14.4,4,10.0,4.4,69.44444444444444,2.5,906
1763,US-2021-150798-CHO-FUD-51000,2024-12-01,2027-05-26,Second Class,150798,United States,Columbus,Ohio,43229,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,25.2,7,16.8,8.4,66.66666666666667,2.4,906
1764,US-2021-150798-CHO-SCR-58000,2024-12-01,2027-05-26,Second Class,150798,United States,Columbus,Ohio,43229,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,69.44444444444444,2.5,906
1765,US-2021-131527-CHO-TRI-54000,2024-12-01,2027-05-30,Standard Class,131527,United States,Jacksonville,North Carolina,28540,Chocolate,Gulf,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,15.0,4,9.8,5.2,65.33333333333334,2.45,910
1766,US-2021-143210-CHO-FUD-51000,2024-12-01,2027-05-26,First Class,143210,United States,Lowell,Massachusetts,1852,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,66.66666666666666,2.4,906
1767,US-2021-112158-CHO-MIL-31000,2024-12-02,2027-05-27,First Class,112158,United States,New York City,New York,10035,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,16.25,5,10.55,5.7,64.92307692307693,2.1100000000000003,906
1768,US-2021-154095-CHO-MIL-31000,2024-12-02,2027-05-30,Standard Class,154095,United States,Clinton,Maryland,20735,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,26.0,8,16.88,9.12,64.92307692307692,2.11,909
1769,US-2021-117744-CHO-MIL-31000,2024-12-02,2027-05-29,Standard Class,117744,United States,Corpus Christi,Texas,78415,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,16.25,5,10.55,5.7,64.92307692307693,2.1100000000000003,908
1770,US-2021-117744-CHO-TRI-54000,2024-12-02,2027-05-29,Standard Class,117744,United States,Corpus Christi,Texas,78415,Chocolate,Interior,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,18.75,5,12.25,6.5,65.33333333333333,2.45,908
1771,US-2021-154095-CHO-NUT-13000,2024-12-02,2027-05-30,Standard Class,154095,United States,Clinton,Maryland,20735,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3.0,71.34670487106017,2.4899999999999998,909
1772,US-2021-101147-CHO-MIL-31000,2024-12-02,2027-05-27,First Class,101147,United States,Chicago,Illinois,60623,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,3.25,1,2.11,1.14,64.92307692307692,2.11,906
1773,US-2021-117744-CHO-NUT-13000,2024-12-02,2027-05-29,Standard Class,117744,United States,Corpus Christi,Texas,78415,Chocolate,Interior,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,24.43,7,17.43,7.0,71.34670487106017,2.4899999999999998,908
1774,US-2021-112158-CHO-SCR-58000,2024-12-02,2027-05-27,First Class,112158,United States,New York City,New York,10035,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,28.8,8,20.0,8.8,69.44444444444444,2.5,906
1775,US-2021-154095-CHO-SCR-58000,2024-12-02,2027-05-30,Standard Class,154095,United States,Clinton,Maryland,20735,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,21.6,6,15.0,6.6,69.44444444444444,2.5,909
1776,US-2021-103807-CHO-FUD-51000,2024-12-02,2027-06-01,Standard Class,103807,United States,Sandy Springs,Georgia,30328,Chocolate,Gulf,CHO-FUD-51000,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,66.66666666666666,2.4,911
1777,US-2021-154095-CHO-TRI-54000,2024-12-02,2027-05-30,Standard Class,154095,United States,Clinton,Maryland,20735,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,65.33333333333333,2.4499999999999997,909
1778,US-2021-103807-CHO-MIL-31000,2024-12-02,2027-06-01,Standard Class,103807,United States,Sandy Springs,Georgia,30328,Chocolate,Gulf,CHO-MIL-31000,Wonka Bar - Milk Chocolate,3.25,1,2.11,1.14,64.92307692307692,2.11,911
1779,US-2021-132864-CHO-FUD-51000,2024-12-02,2027-05-30,Standard Class,132864,United States,Columbus,Ohio,43229,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,18.0,5,12.0,6.0,66.66666666666666,2.4,909
1780,US-2021-112158-CHO-SCR-58000,2024-12-02,2027-05-27,First Class,112158,United States,New York City,New York,10035,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,14.4,4,10.0,4.4,69.44444444444444,2.5,906
1781,CA-2021-123664-CHO-MIL-31000,2024-12-02,2027-05-29,Standard Class,123664,Canada,Halifax,Nova Scotia,B3H,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,16.25,5,10.55,5.7,64.92307692307693,2.1100000000000003,908
1782,CA-2021-117964-CHO-TRI-54000,2024-12-02,2027-05-29,Standard Class,117964,Canada,Moncton,New Brunswick,E1A,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,18.75,5,12.25,6.5,65.33333333333333,2.45,908
1783,CA-2021-117964-CHO-NUT-13000,2024-12-02,2027-05-29,Standard Class,117964,Canada,Moncton,New Brunswick,E1A,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,24.43,7,17.43,7.0,71.34670487106017,2.4899999999999998,908
1784,US-2021-164861-CHO-FUD-51000,2024-12-03,2027-05-29,Second Class,164861,United States,Saint Louis,Missouri,63116,Chocolate,Interior,CHO-FUD-51000,Wonka Bar - Fudge Mallows,14.4,4,9.6,4.8,66.66666666666666,2.4,907
1785,US-2021-122749-CHO-NUT-13000,2024-12-03,2027-06-01,Standard Class,122749,United States,Oklahoma City,Oklahoma,73120,Chocolate,Interior,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,13.96,4,9.96,4.0,71.34670487106017,2.49,910
1786,US-2021-127187-CHO-SCR-58000,2024-12-04,2027-05-31,Standard Class,127187,United States,New York City,New York,10024,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,69.44444444444444,2.5,908
1787,CA-2021-119508-CHO-NUT-13000,2024-12-04,2027-06-01,Standard Class,119508,Canada,Vancouver,British Columbia,V6B,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,20.94,6,14.94,6.0,71.34670487106017,2.4899999999999998,909
1788,CA-2021-119508-CHO-FUD-51000,2024-12-04,2027-06-01,Standard Class,119508,Canada,Vancouver,British Columbia,V6B,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,18.0,5,12.0,6.0,66.66666666666666,2.4,909
1789,US-2021-150203-CHO-SCR-58000,2024-12-05,2027-05-30,First Class,150203,United States,Los Angeles,California,90032,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,21.6,6,15.0,6.6,69.44444444444444,2.5,906
1790,US-2021-106376-OTH-LIC-15000,2024-12-05,2027-06-02,Standard Class,106376,United States,Gilbert,Arizona,85234,Other,Pacific,OTH-LIC-15000,Lickable Wallpaper,160.0,8,80.0,80.0,50.0,10.0,909
